"Registered Political Party - English","Registered Political Party - French","Abbreviation - English","Abbreviation - French","Registration Date","President","Leader","Address","Phone","Fax","Email","Web Address","Association Electoral District",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","072 - Nipissing",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","073 - Northumberland—Peterborough South",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","074 - Oakville",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","075 - Oakville North—Burlington",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","076 - Orléans",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","077 - Oshawa",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","078 - Ottawa Centre",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","079 - Ottawa South",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","080 - Ottawa—Vanier",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","081 - Ottawa West—Nepean",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","082 - Oxford",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","083 - Parkdale—High Park",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","084 - Parry Sound—Muskoka",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","085 - Perth—Wellington",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","086 - Peterborough—Kawartha",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","087 - Pickering—Uxbridge",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","088 - Renfrew—Nipissing—Pembroke",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","089 - Richmond Hill",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","090 - St. Catharines",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","091 - Sarnia—Lambton",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","092 - Sault Ste. Marie",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","093 - Scarborough—Agincourt",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","094 - Scarborough Centre",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","095 - Scarborough—Guildwood",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","096 - Scarborough North",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","097 - Scarborough—Rouge Park",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","098 - Scarborough Southwest",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","099 - Simcoe—Grey",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","100 - Simcoe North",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","101 - Spadina—Fort York",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","102 - Stormont—Dundas—South Glengarry",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","103 - Sudbury",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","104 - Thornhill",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","105 - Thunder Bay—Atikokan",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","106 - Thunder Bay—Superior North",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","107 - Timiskaming—Cochrane",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","108 - Timmins",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","109 - Toronto Centre",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","110 - Toronto—Danforth",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","111 - Toronto—St. Paul's",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","112 - University—Rosedale",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","113 - Vaughan—Woodbridge",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","114 - Waterloo",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","115 - Wellington—Halton Hills",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","116 - Whitby",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","117 - Willowdale",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","118 - Windsor—Tecumseh",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","119 - Windsor West",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","120 - York Centre",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","121 - York—Simcoe",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","122 - York South—Weston",
"Green Party of Ontario","Parti Vert de l'Ontario","Green Party of Ontario GPO","Parti Vert de l'Ontario PVO","July 04, 1984","Ard Van Leeuwen","Mike Schreiner","PO Box 1132 STN F TORONTO ON M4Y 2T8","(416) 977-7476","(416) 977-5476","admin@gpo.ca","http://www.gpo.ca","123 - Kiiwetinoong",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","001 - Ajax",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","002 - Algoma—Manitoulin",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","003 - Aurora—Oak Ridges—Richmond Hill",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","004 - Barrie—Innisfil",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","005 - Barrie—Springwater—Oro-Medonte",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","006 - Bay of Quinte",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","007 - Beaches—East York",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","008 - Brampton Centre",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","009 - Brampton East",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","010 - Brampton North",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","011 - Brampton South",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","012 - Brampton West",
"New Blue Party of Ontario","Nouveau parti bleu de l'Ontario","New Blue Party","Nouveau parti bleu","January 07, 2021","Belinda Karahalios","Jim Karahalios","PO Box 28009, Cambridge RPO Preston ON N3H 5N4","(416) 789-1555","","info@newblueontario.com","http://www.newblueontario.com","013 - Brantford—Brant",
